truckId,simulationId,tiempo
3321FBL,c2bde931-8396-48f4-b42b-29cf5ec7d4ae,"[173730.0, 730830.0, 79650.0, 149820.0, 862890.0, 898560.0, 859800.0, 1179030.0, 1123530.0, 1453020.0, 822450.0]"
3321FBL,c5e37df4-62f2-47ea-a7d5-c0e5800f8247,"[705000.0, 714990.0, 324450.0, 152040.0, 658620.0, 1198920.0, 1066290.0, 1050360.0, 852660.0, 847290.0, 511560.0, 776280.0]"
3321FBL,c8ebe43a-148b-4db8-b44f-b0bcf14b241e,"[395760.0, 228750.0, 223710.0, 1740540.0, 1421730.0, 1716270.0, 718890.0, 65790.0, 185580.0, 206850.0, 750690.0]"
3321FBL,c983ab1d-9e61-4117-90b3-7de6d5d77607,"[500520.0, 434550.0, 370110.0, 148380.0, 535650.0, 403050.0, 563790.0, 889530.0, 232950.0, 586050.0]"
3321FBL,c9b658fc-7a0c-46d6-b81c-bfb321a39b1c,"[1209570.0, 959520.0, 365310.0, 874920.0, 1252560.0]"
3321FBL,c9deac37-c8cb-45c7-b0b1-71f81aa71835,"[2567550.0, 1106790.0, 1647990.0, 645180.0, 365220.0, 99780.0, 208350.0, 304080.0, 620490.0, 310650.0]"
3321FBL,cb8f3b8a-7943-4c7f-8749-92b4b6313228,"[188340.0, 474150.0, 353820.0, 159480.0, 104640.0, 490380.0, 499710.0, 218340.0, 289440.0, 193140.0, 322380.0]"
3321FBL,cfdac05b-ec01-4a38-a8f1-d8f55ce5f453,"[2210250.0, 1551630.0, 909120.0, 325020.0, 358680.0, 153780.0, 817320.0, 445920.0]"
3321FBL,cfe3f9b5-0b5b-4a0d-9311-1b3ef92261aa,"[554430.0, 1198050.0, 1040250.0, 135540.0, 397320.0, 687660.0, 417420.0, 510390.0]"
3321FBL,d170880e-2bd6-4bfc-9e3b-6eb3b40b4384,"[1047780.0, 1431900.0, 1944750.0, 183780.0, 750690.0, 388350.0, 252510.0, 108780.0, 100080.0, 245310.0, 615180.0]"
3321FBL,d21ee0a0-421b-4fa9-a656-33c8d4a7fb05,"[562170.0, 758490.0, 105510.0, 90840.0, 130680.0, 1292820.0, 1154460.0, 1350060.0, 731400.0, 980730.0, 1471890.0]"
3321FBL,da12ce1a-9c67-4ff9-923e-8dac24549fe3,"[2608530.0, 2212560.0, 958350.0]"
3321FBL,daf9075d-fdfe-456b-8c80-4f5ce35d11ea,"[399030.0, 585150.0, 737520.0, 212880.0, 1239330.0, 560220.0, 246180.0, 544890.0, 199050.0, 538890.0, 550860.0]"
3321FBL,de0b7e1c-aa0a-46d5-82c0-9a38bbc30cbe,"[797280.0, 395910.0, 85740.0, 345450.0, 589680.0, 148140.0, 141540.0, 203310.0, 811620.0]"
3321FBL,e4fe3aec-1b0f-45b6-9921-84f4f7da350e,"[654630.0, 446220.0, 379920.0, 384510.0, 835500.0, 735570.0, 110550.0, 279480.0, 348780.0, 279720.0, 255810.0, 660090.0]"
3321FBL,e7994090-f25d-4c51-af2a-9db9c65cff6f,"[760290.0, 237990.0, 1085460.0, 252780.0, 164940.0, 756690.0, 344280.0, 117180.0, 343950.0, 727860.0]"
3321FBL,ebda61a0-2d8b-4999-a480-8aac6aad374d,"[754470.0, 880740.0, 727170.0, 801990.0, 481980.0, 857130.0, 915870.0]"
3321FBL,ed82dd43-3323-4d9a-b5f8-7efb07f2c76e,"[773970.0, 677820.0, 1745430.0, 168810.0, 1749930.0, 1207800.0, 1010790.0, 301410.0, 387150.0]"
3321FBL,f007019f-866d-48be-a0cb-bd96328ee43b,"[578190.0, 439710.0, 987450.0, 787680.0, 539520.0, 400080.0, 628950.0]"
3321FBL,f0f90050-5a0f-4965-864e-d6bc0d02b5a0,"[130050.0, 424650.0, 329610.0, 608880.0, 1555950.0, 1906500.0, 1217160.0, 1666590.0, 289650.0, 304080.0]"
3321FBL,f34001bf-670e-48ef-b706-535637ee7818,"[929910.0, 898320.0, 908490.0, 1649760.0, 588150.0]"
3321FBL,f4d22ce9-3723-4197-b7a8-67ac3d812383,"[722220.0, 548760.0, 1485060.0, 737550.0, 428850.0, 691290.0, 1020900.0, 553020.0, 597990.0, 1005660.0, 1594800.0]"
3321FBL,f5532e53-1b55-4412-aa91-aed76c9ab80f,"[735030.0, 744450.0, 310050.0, 1516290.0, 1637430.0, 1154850.0, 847230.0, 2109240.0]"
3321FBL,fa23dac3-ff27-474b-8e67-cf65128b6afe,"[530490.0, 279090.0, 278220.0, 50550.0, 196680.0, 326610.0, 274620.0]"
3321FBL,fb468da5-c4f2-41b2-b1b5-d91f3646601f,"[855150.0, 260040.0, 142410.0, 113310.0, 1059570.0, 697890.0, 1441560.0, 393750.0, 753960.0]"
3321FBL,fccbc861-3e31-4e35-b4f3-b0f97e77a2c2,"[3154980.0, 3038130.0]"
3953RLD,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,"[4636050.0, 4524090.0]"
3953RLD,0479683c-5185-4c2a-bb06-2dc0e805eecb,"[800880.0, 930630.0, 262620.0, 605520.0, 264810.0, 1224120.0, 258150.0, 203940.0, 520650.0]"
3953RLD,04e06e2f-d6d4-4364-aedc-d3f98fa1017a,"[456030.0, 477150.0, 305520.0, 353310.0, 564420.0, 900060.0, 874920.0, 484590.0, 519480.0]"
3953RLD,050963e7-113a-4f7f-a21e-a720d8034642,"[1631340.0, 1045950.0, 536490.0, 441750.0, 276390.0, 628650.0]"
3953RLD,09b973fd-ddc3-48a5-8838-6c6e02e14a7f,"[244620.0, 288450.0, 2149200.0, 235380.0, 711390.0, 2502300.0]"
3953RLD,0a0705b9-6b0f-4a69-b25b-668b596041c4,"[659490.0, 66840.0, 206820.0, 555750.0, 159720.0, 485850.0, 882180.0, 832860.0, 491460.0, 537990.0, 570330.0]"
3953RLD,0e431f85-a4c6-4109-ad1b-98f58392816e,"[674850.0, 278580.0, 390120.0]"
3953RLD,173ebd26-a1a9-4798-a4a0-f2b5f763dcae,"[529950.0, 477120.0, 204810.0, 1047450.0, 1609530.0, 2737110.0]"
3953RLD,1a73cac3-f12d-4e06-a215-c69c2a6ea856,"[2860650.0, 2186580.0, 1304970.0, 448020.0]"
3953RLD,2291b8d8-db1c-4320-812f-2a5c06a5291b,"[1640940.0, 1341150.0, 1755930.0, 1923900.0, 1002690.0, 114150.0]"
3953RLD,2f956e3a-25df-4c5e-bb50-92d92dc9ba00,"[666630.0, 391440.0, 302880.0, 805980.0, 684240.0, 149160.0, 1191330.0, 411180.0, 727950.0, 332190.0, 617730.0, 327150.0]"
3953RLD,333c2024-654c-4b7c-8609-fe8412c20b2c,"[190950.0, 1818930.0, 1129980.0, 786720.0, 326250.0, 1755240.0, 291120.0, 598260.0]"
3953RLD,35639c90-2e65-4da6-abb4-9f23ff5e94f0,"[1021350.0, 412980.0, 1200960.0, 1445940.0, 1484400.0, 593850.0, 274050.0, 124680.0, 126240.0, 187350.0, 190650.0]"
3953RLD,3d1c2abc-0431-454a-8f4a-68b4164fdbef,"[3021690.0, 2388570.0, 167880.0, 344280.0, 128340.0, 636150.0]"
3953RLD,40dbae54-8760-404f-a434-2c4bed57c907,"[4676700.0, 4576410.0]"
3953RLD,435ce988-c95d-47ec-a176-4b9a2967d059,"[948690.0, 463410.0, 781590.0, 968760.0, 841590.0, 1617960.0, 1261890.0, 307650.0, 321780.0, 136680.0, 260280.0]"
3953RLD,45c9a42a-7cb5-4266-b0aa-a05b3f446390,"[551160.0, 225900.0, 463800.0, 1272300.0, 949230.0, 1386120.0, 931410.0, 417090.0, 273120.0, 444690.0]"
3953RLD,48959867-c32b-4c58-8806-f0e50fd68a93,"[141600.0, 4389750.0, 3632640.0, 812790.0]"
3953RLD,4a5ab221-44c2-4c15-beff-aca1fc357c3a,"[500550.0, 307080.0, 605880.0, 346980.0, 675090.0, 490920.0, 304740.0, 836250.0, 437250.0, 61470.0, 701820.0]"
3953RLD,50951384-0816-4303-afbb-49a9582ab1d4,"[379050.0, 439980.0, 239010.0, 512550.0, 519150.0, 782790.0, 188550.0, 183510.0, 282780.0, 118080.0, 417180.0, 544860.0]"
3953RLD,54cfa245-a633-4505-86a5-e47ef018fb8c,"[551490.0, 236850.0, 370680.0, 730710.0, 460350.0, 941520.0, 175590.0, 483390.0, 502950.0, 785190.0]"
3953RLD,5817b5aa-56fb-413f-be71-27dcce8adca3,"[1790310.0, 131790.0, 682500.0, 117720.0, 2398170.0, 291480.0, 1196730.0, 724140.0, 564690.0]"
3953RLD,5a1f0e34-a19a-43ef-812c-050da6ac6d27,"[803160.0, 480720.0, 1887900.0, 2045940.0, 2401500.0, 572400.0, 625980.0, 295080.0, 670020.0]"
3953RLD,5bc23801-c7da-43be-80d1-70bf84a82d17,"[917610.0, 634290.0, 308190.0, 608550.0, 301050.0, 449280.0, 1812330.0]"
3953RLD,5d239b9a-3bac-46bd-b19a-7ef590c0a2db,"[1119480.0, 253650.0, 313380.0, 268710.0, 357630.0, 215880.0, 382890.0, 320550.0, 512580.0, 131640.0, 905820.0]"
3953RLD,640d734e-c3ae-4c53-a3a9-e2f87067343b,"[1823400.0, 729420.0, 205710.0, 407850.0, 315150.0, 1275930.0, 894060.0]"
3953RLD,6deec7b7-6c11-418c-a1bd-f99a9e3261b6,"[953670.0, 1140060.0, 649920.0, 575580.0, 281850.0, 184980.0, 656190.0, 1163460.0, 688920.0, 83610.0, 650280.0, 474960.0]"
3953RLD,6f5b7b1e-74c4-4c9a-a3b0-cb32fa412dec,"[468870.0, 225450.0, 574320.0, 285210.0, 266910.0, 1002660.0, 885030.0, 972120.0, 1169460.0, 914820.0, 184050.0, 330150.0, 848820.0]"
3953RLD,76cb2988-3a44-44bf-8cd6-91f93dc68270,"[848160.0, 947730.0, 483030.0, 776250.0, 340650.0, 490380.0]"
3953RLD,77227d86-31d7-4575-b55c-c88e6e389c0e,"[1141350.0, 437550.0, 380850.0, 317280.0, 322980.0, 310710.0, 447150.0, 348210.0, 457890.0]"
3953RLD,7a380404-da50-4a66-8ce4-47865698ad1b,"[1562040.0, 887520.0, 80220.0, 100410.0, 789090.0, 744600.0, 603360.0, 639360.0]"
3953RLD,7ab9795c-ae20-467b-a4b3-2dd62077bcf5,"[1837530.0, 2051490.0, 1035420.0, 652950.0, 1335960.0]"
3953RLD,7e1b471d-ff00-43de-b527-ce2871f8e74f,"[362400.0, 821220.0, 1097190.0, 682350.0, 1229400.0, 423390.0, 119880.0, 327720.0, 800430.0, 46080.0, 142380.0, 113610.0, 595890.0]"
3953RLD,81acb266-ab82-497b-92d9-fae490cc4823,"[2542680.0, 1836300.0, 1451190.0, 253380.0]"
3953RLD,83317ce9-22cf-4007-9aeb-0b1bb34e3229,"[2245740.0, 2282700.0]"
3953RLD,864bd9f3-074d-45e8-a032-5a01237ae290,"[189510.0, 138930.0, 783000.0, 94560.0, 471180.0, 418050.0, 639090.0, 402330.0, 1107750.0, 226080.0, 520560.0]"
3953RLD,87cbff75-1caa-4068-a786-21468b9488b8,"[255270.0, 731820.0, 1062360.0, 1275120.0, 1028790.0, 333420.0, 326250.0, 418620.0]"
3953RLD,89e2794a-f385-45c2-a9be-d8cb5f293c72,"[4322940.0, 4299150.0]"
3953RLD,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,"[1697010.0, 201180.0, 956430.0, 217980.0, 1732500.0, 1122960.0, 328320.0, 1050930.0, 211680.0, 972330.0]"
3953RLD,8c7a2f21-ae93-4afc-a62c-e49969b0bbad,"[442920.0, 258210.0, 227250.0, 216240.0, 338010.0, 179250.0, 390480.0, 341310.0, 383610.0, 958890.0, 1626870.0, 2017560.0, 541230.0]"
3953RLD,8ef28810-cf55-4c6a-9487-55178eab727f,"[422040.0, 465090.0, 230580.0, 444450.0, 718020.0, 701760.0, 849720.0]"
3953RLD,91133857-fade-412b-859b-901e50aa2236,"[744150.0, 282480.0, 606390.0, 753690.0, 879000.0, 968790.0, 1660890.0, 757950.0]"
3953RLD,964fa073-b9dc-4aae-a09e-bec99b26c420,"[323880.0, 238080.0, 545340.0, 352440.0, 380550.0, 304080.0, 622980.0, 603960.0, 248280.0, 387420.0, 1226520.0, 452550.0]"
3953RLD,a7a50e60-0e5d-4ef5-81a6-3a45d07aa0ee,"[249390.0, 519090.0, 386850.0, 270810.0, 444660.0, 205620.0, 43470.0, 195420.0, 213750.0, 571020.0, 831180.0, 624930.0]"
3953RLD,aa6646e5-861e-4a3b-9e26-64a1f49a0cc5,"[3299370.0, 3337680.0]"
3953RLD,ad3e8564-6f0a-47c9-90a2-263775928a6c,"[446850.0, 262680.0, 224580.0, 382350.0, 242850.0, 1947300.0, 1326360.0, 921120.0, 349650.0, 182940.0]"
3953RLD,add53270-8ec5-44a9-ba83-48d6583769d5,"[707190.0, 455220.0, 598650.0, 188250.0, 413850.0, 455310.0, 170310.0, 68550.0, 244680.0, 565290.0, 161850.0]"
3953RLD,b303eb0b-ab9f-4205-9395-b765767260f0,"[554850.0, 423390.0, 66810.0, 499320.0, 815850.0, 300150.0, 307050.0, 405120.0, 184410.0, 537750.0, 1573950.0, 1436220.0]"
3953RLD,b3f5280d-c680-4542-abe0-1e2a1a71fe8a,"[1233390.0, 1475100.0, 295380.0, 427350.0, 442620.0, 587580.0, 520920.0, 248580.0]"
3953RLD,b40b6dec-826e-4891-b852-fb32f8802ada,"[2208870.0, 172710.0, 141750.0, 1518900.0, 856080.0, 229350.0, 1735500.0, 1852800.0, 138390.0, 291780.0, 815520.0, 677670.0]"
3953RLD,b8109082-8f07-42a4-ab27-2d428a678417,"[1036710.0, 511320.0, 295500.0, 670020.0, 678690.0, 945720.0, 480690.0, 768630.0, 1905840.0, 369690.0, 629250.0]"
3953RLD,bafe7676-7c4f-45a4-9c0d-c34153a00076,"[153840.0, 2429100.0, 2482200.0]"
3953RLD,bc87aba4-7ff5-4dec-8717-d3f73e5b67bf,"[2153520.0, 1695360.0, 703950.0]"
3953RLD,c16022a9-a452-42b9-ac93-9da2ca75a0a9,"[515610.0, 220350.0, 41280.0, 336720.0, 586260.0, 126840.0, 61620.0, 136710.0, 627390.0, 726330.0, 1262520.0, 2152140.0, 819690.0, 1179630.0]"
3953RLD,c2c558ad-2855-4f41-b26a-3cfd276f439a,"[28950.0, 2315430.0, 2311530.0]"
3953RLD,c5e37df4-62f2-47ea-a7d5-c0e5800f8247,"[4713150.0, 4703220.0]"
3953RLD,c8ebe43a-148b-4db8-b44f-b0bcf14b241e,"[458280.0, 344160.0, 607890.0, 781200.0, 804990.0, 225750.0, 698190.0, 575760.0, 270270.0, 960090.0, 865050.0, 638520.0]"
3953RLD,c9b658fc-7a0c-46d6-b81c-bfb321a39b1c,"[916890.0, 739860.0, 1004490.0, 249480.0, 1779660.0]"
3953RLD,c9deac37-c8cb-45c7-b0b1-71f81aa71835,"[770160.0, 187590.0, 880020.0, 847080.0, 702660.0, 687030.0, 326250.0, 274920.0, 287580.0, 398250.0, 111210.0]"
3953RLD,cb6a8d9e-c533-41bd-972d-871d80028307,"[346260.0, 561780.0, 345420.0, 1538460.0, 2054580.0]"
3953RLD,cb8f3b8a-7943-4c7f-8749-92b4b6313228,"[829770.0, 131880.0, 493680.0, 571290.0, 527550.0, 421980.0, 234150.0, 771450.0, 226080.0, 847320.0, 1108620.0]"
3953RLD,cfdac05b-ec01-4a38-a8f1-d8f55ce5f453,"[480120.0, 685560.0, 2476830.0, 3342510.0]"
3953RLD,cfe3f9b5-0b5b-4a0d-9311-1b3ef92261aa,"[2625720.0, 2702340.0]"
3953RLD,d170880e-2bd6-4bfc-9e3b-6eb3b40b4384,"[3752790.0, 3827610.0]"
3953RLD,d17da1f8-a5a6-4614-a067-6feb96b2b611,"[1419870.0, 468810.0, 186540.0, 489510.0, 757620.0]"
3953RLD,d8e2d2b5-2bb8-437f-9493-b078926a19a4,"[3219090.0, 3133590.0]"
3953RLD,da12ce1a-9c67-4ff9-923e-8dac24549fe3,"[553410.0, 236850.0, 117840.0, 285990.0, 160410.0, 702300.0, 516450.0, 762420.0, 1066800.0]"
3953RLD,daf9075d-fdfe-456b-8c80-4f5ce35d11ea,"[754470.0, 307020.0, 613050.0, 948660.0, 104310.0, 925290.0, 363420.0, 404550.0, 325380.0, 152880.0, 488820.0]"
3953RLD,de0b7e1c-aa0a-46d5-82c0-9a38bbc30cbe,"[2289900.0, 1443240.0, 205650.0, 1082550.0, 179010.0]"
3953RLD,e33505ca-bfdb-496f-bcfd-b8b913a42637,"[204930.0, 595050.0, 71910.0, 391380.0, 690720.0, 421050.0, 543180.0, 153120.0, 1107390.0, 695220.0, 1174860.0, 653250.0, 288480.0, 401880.0, 631650.0]"
3953RLD,e7994090-f25d-4c51-af2a-9db9c65cff6f,"[1693500.0, 812220.0, 2246130.0]"
3953RLD,ebda61a0-2d8b-4999-a480-8aac6aad374d,"[2675070.0, 2647020.0]"
3953RLD,ed82dd43-3323-4d9a-b5f8-7efb07f2c76e,"[992700.0, 568830.0, 1106520.0, 435720.0, 479280.0, 313980.0, 389010.0, 1109730.0, 659850.0, 1022160.0, 874020.0]"
3953RLD,f007019f-866d-48be-a0cb-bd96328ee43b,"[1108170.0, 313350.0, 224910.0, 587580.0, 323310.0, 122280.0, 326610.0, 373380.0]"
3953RLD,fa23dac3-ff27-474b-8e67-cf65128b6afe,"[2179140.0, 740790.0, 115440.0, 1551660.0, 1288800.0, 134340.0, 333120.0]"
3953RLD,fb468da5-c4f2-41b2-b1b5-d91f3646601f,"[819000.0, 1029390.0, 622380.0, 981780.0, 145620.0, 346380.0, 812790.0]"
3953RLD,fccbc861-3e31-4e35-b4f3-b0f97e77a2c2,"[388590.0, 676890.0, 723150.0, 917250.0, 159180.0, 874620.0, 171180.0, 550350.0, 518190.0]"
3953RLD,fea13535-ade6-4215-96ca-dab5b4ef309b,"[252840.0, 801060.0, 310980.0, 583290.0, 210720.0, 940290.0, 1059000.0, 817440.0, 617490.0, 210810.0, 1053030.0]"
5030LXK,007f3d08-14a7-4a93-af9e-f0d9cfbcea94,"[231120.0, 1811130.0, 1950900.0, 1300470.0, 2418600.0, 766950.0]"
5030LXK,0479683c-5185-4c2a-bb06-2dc0e805eecb,"[641640.0, 238380.0, 656280.0, 849150.0, 842850.0, 1253430.0, 435150.0, 146310.0]"
5030LXK,04e06e2f-d6d4-4364-aedc-d3f98fa1017a,"[1080390.0, 1492500.0, 1763100.0, 838320.0, 2040900.0]"
5030LXK,050963e7-113a-4f7f-a21e-a720d8034642,"[2142660.0, 913470.0, 2429130.0]"
5030LXK,09b973fd-ddc3-48a5-8838-6c6e02e14a7f,"[4890870.0, 4880880.0]"
5030LXK,0a0705b9-6b0f-4a69-b25b-668b596041c4,"[2467740.0, 922800.0, 1406430.0, 1161720.0]"
5030LXK,0f8f5823-99dc-4511-9951-c9f6b4c8696e,"[2305020.0, 994320.0, 1533000.0, 1141200.0, 720090.0, 274860.0, 1032030.0]"
5030LXK,1a73cac3-f12d-4e06-a215-c69c2a6ea856,"[665880.0, 26550.0, 144180.0, 173250.0, 389190.0, 365550.0]"
5030LXK,2291b8d8-db1c-4320-812f-2a5c06a5291b,"[669000.0, 3427680.0, 2531100.0, 1062120.0, 623190.0]"
5030LXK,2f956e3a-25df-4c5e-bb50-92d92dc9ba00,"[5623440.0, 5606940.0]"
5030LXK,333c2024-654c-4b7c-8609-fe8412c20b2c,"[1022850.0, 2076630.0, 1027950.0, 951120.0, 774330.0, 240480.0, 190110.0, 659220.0, 257850.0]"
5030LXK,3639f918-671b-4d85-a9d9-a4740ab1d1a0,"[852180.0, 272280.0, 544590.0, 574980.0, 546750.0, 281550.0, 231480.0, 433050.0]"
5030LXK,381d92f4-7695-46c2-aff1-49c5abb0723b,"[1809150.0, 972960.0, 407220.0, 672150.0, 589050.0, 657810.0, 184440.0, 388110.0]"
5030LXK,3d1c2abc-0431-454a-8f4a-68b4164fdbef,"[338100.0, 486510.0, 468420.0, 958620.0, 536550.0, 1141920.0, 1320630.0, 1442850.0, 435480.0, 774150.0]"
5030LXK,40dbae54-8760-404f-a434-2c4bed57c907,"[969900.0, 285210.0, 403950.0, 114750.0, 71640.0, 489750.0, 296310.0]"
5030LXK,435ce988-c95d-47ec-a176-4b9a2967d059,"[3894390.0, 3972270.0]"
5030LXK,45c9a42a-7cb5-4266-b0aa-a05b3f446390,"[469590.0, 556800.0, 2140470.0, 956700.0, 498150.0, 2066520.0]"
5030LXK,48959867-c32b-4c58-8806-f0e50fd68a93,"[422700.0, 277350.0, 491580.0, 585420.0, 862620.0]"
5030LXK,54cfa245-a633-4505-86a5-e47ef018fb8c,"[197430.0, 448950.0, 650880.0, 512220.0, 52680.0, 771990.0, 1213320.0]"
5030LXK,5817b5aa-56fb-413f-be71-27dcce8adca3,"[1715370.0, 1270620.0, 1318530.0, 1107630.0, 2561040.0]"
5030LXK,5a1f0e34-a19a-43ef-812c-050da6ac6d27,"[659100.0, 614010.0, 1247100.0, 541380.0, 1269480.0, 289890.0, 554880.0, 117720.0]"
5030LXK,5bc23801-c7da-43be-80d1-70bf84a82d17,"[911340.0, 430110.0, 1128930.0, 966750.0, 1578360.0]"
5030LXK,5bd040a5-cf27-4ffd-af6a-4afa44a7eecc,"[2402160.0, 1746000.0, 270150.0, 698670.0]"
5030LXK,640d734e-c3ae-4c53-a3a9-e2f87067343b,"[2336040.0, 2253030.0]"
5030LXK,6deec7b7-6c11-418c-a1bd-f99a9e3261b6,"[4120200.0, 4051710.0]"
5030LXK,6f5b7b1e-74c4-4c9a-a3b0-cb32fa412dec,"[5697630.0, 5545890.0]"
5030LXK,77227d86-31d7-4575-b55c-c88e6e389c0e,"[515130.0, 2163210.0, 1460190.0, 1324470.0, 563850.0, 522330.0]"
5030LXK,7a380404-da50-4a66-8ce4-47865698ad1b,"[624810.0, 384900.0, 486120.0, 148590.0, 862560.0]"
5030LXK,7ab9795c-ae20-467b-a4b3-2dd62077bcf5,"[591300.0, 1277760.0, 1188090.0, 433710.0, 664620.0, 311910.0, 281610.0, 614310.0]"
5030LXK,7b2a7ee6-05a9-4a7b-bda0-a089ee2d58ec,"[4726560.0, 4637010.0]"
5030LXK,7e1b471d-ff00-43de-b527-ce2871f8e74f,"[957960.0, 116610.0, 332010.0, 931080.0, 574560.0, 1517490.0, 663390.0, 1414560.0]"
5030LXK,8355efb1-34cf-4d53-b85a-535990793ffc,"[1733550.0, 584310.0, 345180.0, 468120.0, 761760.0, 199620.0, 656130.0, 866160.0, 201960.0]"
5030LXK,864bd9f3-074d-45e8-a032-5a01237ae290,"[780120.0, 775770.0, 520710.0, 727320.0, 688620.0, 1023240.0, 322320.0, 609150.0]"
5030LXK,89e2794a-f385-45c2-a9be-d8cb5f293c72,"[1347540.0, 323910.0, 715590.0, 607320.0, 765420.0, 202080.0, 135510.0, 217800.0, 410550.0]"
5030LXK,8a1157ba-b8fc-4a05-9a47-6c63f4ed2005,"[4195440.0, 4004010.0]"
5030LXK,8c7a2f21-ae93-4afc-a62c-e49969b0bbad,"[910710.0, 401850.0, 388950.0, 577050.0, 1686630.0, 721320.0, 1914960.0]"
5030LXK,8ef28810-cf55-4c6a-9487-55178eab727f,"[737490.0, 274650.0, 517350.0, 269310.0, 480960.0, 595350.0]"
5030LXK,91133857-fade-412b-859b-901e50aa2236,"[192630.0, 1543890.0, 1059960.0, 1292160.0, 1839060.0, 835560.0, 445620.0]"
5030LXK,964fa073-b9dc-4aae-a09e-bec99b26c420,"[886350.0, 378060.0, 1683990.0, 575520.0, 1310850.0, 665190.0, 963030.0]"
5030LXK,a0788763-3bd2-4720-8865-5f5332cf30a6,"[391740.0, 48480.0, 170580.0, 3072060.0, 2920500.0, 760950.0, 407580.0]"
5030LXK,a7a50e60-0e5d-4ef5-81a6-3a45d07aa0ee,"[363930.0, 1393590.0, 545280.0, 853950.0, 1884360.0, 726450.0, 1441830.0]"
5030LXK,a8a11526-6b9b-4143-bfb1-ffcae600a17e,"[661650.0, 451470.0, 275670.0, 132210.0, 1157340.0, 1436160.0, 1844160.0, 199050.0, 482280.0]"
5030LXK,aa6646e5-861e-4a3b-9e26-64a1f49a0cc5,"[665970.0, 424710.0, 282510.0, 480990.0, 672150.0, 824190.0, 526020.0, 547020.0]"
